REPORT_DT,WO_CREATE_DT,WO_NUM,LABEL,DEAL_NUM,DEAL_DESC,DEAL_QTY,QTY_REQ,FG_ITEM,PRIM_SUFFIX,DIST_SUFFIX,PKG_SUFFIX,ITEM_DESC,FG_ITEM_QTY,DUE_SHIP_DT,PIPELINE_DEAL,ORDER_STATUS,BULK_ITEM,BULK_QTY,MFGID,LOCATION,SCHEDULE_DT,INITIAL,CUST_SEGMENT,COMMENTS,DEAL_PRICE,MONTH,YEAR,INITIAL_DFU,DISPLY_PIPELINE,WK_DEAL_INV,WK_DEAL_QTY,CUSTOMER,WK_NUMBER,DC_TGT_DUE_DT,FG_AVAIL_DT,BULK_AVAIL_DT,BULK_MFG,FG_AVAIL_WK,BULK_AVAIL_WK,FG_WK_YEAR,BULK_WK_YEAR,DEAL_WK_YEAR,FG_WK_OF,BULK_WK_OF,WK_START_OF,ACC_DNA_AFTR_SCH,DEAL_BRAND,DOSAGE,BRAND,WO_STATUS,CHANNEL,PKG_ENVIRONMENT,BULK_DESC,DFU
28-Mar-19,19-Jan-19,54433,AE,58423,58423- Description,350,12,55366,ACNU,ACNU,ACNU,55366 - Description,4200,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,567,JUN,2019,55366_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 3,PWD,BODY FORTRESS, UNFRMD,WHOLESALE,EU,,55366_ACNU_ACNU
28-Mar-19,19-Jan-19,54433,AE,58423,58423- Description,350,9,55367,ACNU,ACNU,ACNU,55367 - Description,3150,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,567,JUN,2019,55367_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 3,PWD,BODY FORTRESS, UNFRMD,WHOLESALE,EU,,55367_ACNU_ACNU
28-Mar-19,19-Jan-19,54433,AE,58423,58423- Description,350,6,55368,ACNU,ACNU,ACNU,55368 - Description,2100,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,567,JUN,2019,55368_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 3,PWD,BODY FORTRESS, UNFRMD,WHOLESALE,EU,,55368_ACNU_ACNU
28-Mar-19,19-Jan-19,54434,AE,59803,59803- Description,350,16,59248,ACNU,ACNU,ACNU,59248 - Description,5600,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,471.61,JUN,2019,59248_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59248_ACNU_ACNU
28-Mar-19,19-Jan-19,54434,AE,59803,59803- Description,350,21,59252,ACNU,ACNU,ACNU,59252 - Description,7350,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,471.61,JUN,2019,59252_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59252_ACNU_ACNU
28-Mar-19,19-Jan-19,54434,AE,59803,59803- Description,350,10,59257,ACNU,ACNU,ACNU,59257 - Description,3500,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,471.61,JUN,2019,59257_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59257_ACNU_ACNU
28-Mar-19,19-Jan-19,54434,AE,59803,59803- Description,350,18,59263,ACNU,ACNU,ACNU,59263 - Description,6300,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,471.61,JUN,2019,59263_ACNU_ACNU,Display,0,0,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 5,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59263_ACNU_ACNU
28-Mar-19,19-Jan-19,54435,AE,65812,65812- Description,200,2,59235,ACNU,ACNU,ACNU,59235 - Description,400,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,37.8,JUN,2019,59235_ACNU_ACNU,Display,10976.79,555,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 7,BAR,MET-RX BARS, UNFRMD,WHOLESALE,EU,,59235_ACNU_ACNU
28-Mar-19,19-Jan-19,54436,AE,69626,69626- Description,200,4,59213,ACNU,ACNU,ACNU,59213 - Description,800,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,60.48,JUN,2019,59213_ACNU_ACNU,Display,12164.614,473,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59213_ACNU_ACNU
28-Mar-19,19-Jan-19,54436,AE,69626,69626- Description,200,4,59215,ACNU,ACNU,ACNU,59215 - Description,800,14-Jun-19,,UNFRMD,,0,,45,,GW,200007760,200007760 - Comments,60.48,JUN,2019,59215_ACNU_ACNU,Display,12164.614,473,CUSTOMER 12,24,31-May-19,14-May-19,14-Apr-19,0,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 12,BAR,PURE PROTEIN BARS, UNFRMD,WHOLESALE,EU,,59215_ACNU_ACNU
28-Mar-19,19-Jan-19,54439,NB,31839,31839- Description,200,6,51200,0055,0055,0051,51200 - Description,1200,14-Jun-19,,UNFRMD,51297,96000,REXL,45,,GW,458699,458699 - Comments,229.02,JUN,2019,51200_0055_0055,Display,151860.264,2586,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,REXL,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 13,BRAND 10,TAB,OSTEO BI-FLEX, UNFRMD,WHOLESALE,EU,51297 - Description,51200_0055_0055
28-Mar-19,19-Jan-19,54439,NB,31839,31839- Description,200,6,52203,0055,0055,0051,52203 - Description,1200,14-Jun-19,,UNFRMD,67232,96000,REXL,45,,GW,458699,458699 - Comments,229.02,JUN,2019,52203_0055_0055,Display,151860.264,2586,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,REXL,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 10,TAB,OSTEO BI-FLEX, UNFRMD,WHOLESALE,EU,67232 - Description,52203_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,4,7580,0055,0055,05NB,7580 - Description,1840,14-Jun-19,,UNFRMD,80114,110400,REXL,45,,GW,458699,458699 - Comments,236.38,JUN,2019,7580_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,REXL,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,TAB,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,US,80114 - Description,7580_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,4,58647,0055,0055,05NB,58647 - Description,1840,14-Jun-19,,UNFRMD,67081,110400,ABCD,45,,GW,458699,458699 - Comments,236.38,JUN,2019,58647_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,ABCD,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,CAP,COMPANY, UNFRMD,WHOLESALE,US,67081 - Description,58647_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,6,83329,0055,0055,05NB,83329 - Description,2760,14-Jun-19,,UNFRMD,35857,331200,B/N,45,,GW,458699,458699 - Comments,236.38,JUN,2019,83329_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,B/N,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,35857 - Description,83329_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,4,83430,0055,0055,05NB,83430 - Description,1840,14-Jun-19,,UNFRMD,29618,132480,CAPS,45,,GW,458699,458699 - Comments,236.38,JUN,2019,83430_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,CAPS,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,29618 - Description,83430_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,3,83437,0055,0055,05NB,83437 - Description,1380,14-Jun-19,,UNFRMD,19927,165600,B/N,45,,GW,458699,458699 - Comments,236.38,JUN,2019,83437_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,B/N,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19927 - Description,83437_0055_0055
28-Mar-19,19-Jan-19,54440,NB,72789,72789- Description,460,4,85605,0055,0055,05NB,85605 - Description,1840,14-Jun-19,,UNFRMD,19934,220800,CAPS,45,,GW,458699,458699 - Comments,236.38,JUN,2019,85605_0055_0055,Display,0,0,CUSTOMER 23,24,31-May-19,14-May-19,14-Apr-19,CAPS,20,15,20_2019,15_2019,24_2019,06-MAY-19,01-APR-19,03-JUN-19,ACCOUNT DESC 24,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19934 - Description,85605_0055_0055
28-Mar-19,19-Jan-19,54416,NB,80062,80062- Description,100,6,35710,0055,0055,0051,35710 - Description,600,27-May-19,,UNFRMD,53215,90000,B/N,45,,GW,756180,756180 - Comments,133.72,MAY,2019,35710_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,OPTIMAL SOLUTIONS, UNFRMD,WHOLESALE,EU,53215 - Description,35710_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,8,1140,0055,0055,05NB,1140 - Description,640,27-May-19,,UNFRMD,52714,64000,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1140_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,52714 - Description,1140_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,1380,0055,0055,05NB,1380 - Description,480,27-May-19,,UNFRMD,1380,48000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1380_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,1380 - Description,1380_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,1474,0055,0055,05NB,1474 - Description,480,27-May-19,,UNFRMD,67355,120000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1474_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,67355 - Description,1474_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,1510,0055,0055,05NB,1510 - Description,480,27-May-19,,UNFRMD,67355,48000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1510_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,67355 - Description,1510_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,1707,0055,0055,05NB,1707 - Description,480,27-May-19,,UNFRMD,75210,48000,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1707_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,75210 - Description,1707_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,1751,0055,0055,05NB,1751 - Description,480,27-May-19,,UNFRMD,50402,57600,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,1751_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,50402 - Description,1751_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,2060,0055,0055,05NB,2060 - Description,480,27-May-19,,UNFRMD,16875,48000,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,2060_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 26,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,16875 - Description,2060_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,8,4290,0055,0055,05NB,4290 - Description,640,27-May-19,,UNFRMD,17575,64000,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,4290_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,CPT,COMPANY, UNFRMD,WHOLESALE,US,17575 - Description,4290_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,8,5721,0055,0055,05NB,5721 - Description,640,27-May-19,,UNFRMD,52600,64000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,5721_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,52600 - Description,5721_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,4,12326,0055,0055,05NB,12326 - Description,320,27-May-19,,UNFRMD,52929,32000,B/N,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,12326_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,52929 - Description,12326_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,4,14020,0055,0055,05NB,14020 - Description,320,27-May-19,,UNFRMD,14020,32000,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,14020_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,CAP,COMPANY, UNFRMD,WHOLESALE,US,14020 - Description,14020_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,19491,0055,0055,05NB,19491 - Description,480,27-May-19,,UNFRMD,55284,28800,REXL,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,19491_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,REXL,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,CAP,COMPANY, UNFRMD,WHOLESALE,US,55284 - Description,19491_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,8,41383,0055,0055,05NB,41383 - Description,640,27-May-19,,UNFRMD,76005,64000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,41383_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,76005 - Description,41383_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,52805,0055,0055,05NB,52805 - Description,480,27-May-19,,UNFRMD,1380,96000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,52805_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,1380 - Description,52805_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,10,58647,0055,0055,05NB,58647 - Description,800,27-May-19,,UNFRMD,67081,48000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,58647_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,CAP,COMPANY, UNFRMD,WHOLESALE,US,67081 - Description,58647_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,80530,0055,0055,05NB,80530 - Description,480,27-May-19,,UNFRMD,53161,60000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,80530_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,53161 - Description,80530_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,8,81697,0055,0055,05NB,81697 - Description,640,27-May-19,,UNFRMD,51463,76800,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,81697_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,51463 - Description,81697_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,4,82099,0055,0055,05NB,82099 - Description,320,27-May-19,,UNFRMD,67897,14400,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,82099_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,67897 - Description,82099_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,12,82610,0055,0055,05NB,82610 - Description,960,27-May-19,,UNFRMD,50978,115200,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,82610_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,50978 - Description,82610_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,4,83102,0055,0055,05NB,83102 - Description,320,27-May-19,,UNFRMD,35857,64000,B/N,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83102_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,35857 - Description,83102_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,83168,0055,0055,05NB,83168 - Description,480,27-May-19,,UNFRMD,52596,72000,ABCD,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83168_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,ABCD,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 26,BRAND 5,TAB,COMPANY, UNFRMD,WHOLESALE,US,52596 - Description,83168_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,83321,0055,0055,05NB,83321 - Description,480,27-May-19,,UNFRMD,13320,60000,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83321_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,13320 - Description,83321_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,22,83329,0055,0055,05NB,83329 - Description,1760,27-May-19,,UNFRMD,35857,211200,B/N,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83329_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,35857 - Description,83329_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,83430,0055,0055,05NB,83430 - Description,480,27-May-19,,UNFRMD,29618,34560,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83430_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,29618 - Description,83430_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,10,83437,0055,0055,05NB,83437 - Description,800,27-May-19,,UNFRMD,19927,96000,B/N,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,83437_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19927 - Description,83437_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,4,84349,0055,0055,05NB,84349 - Description,320,27-May-19,,UNFRMD,36115,38400,B/N,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,84349_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,B/N,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,36115 - Description,84349_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,6,84902,0055,0055,05NB,84902 - Description,480,27-May-19,,UNFRMD,51815,19200,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,84902_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,51815 - Description,84902_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,10,85605,0055,0055,05NB,85605 - Description,800,27-May-19,,UNFRMD,19934,96000,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,85605_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19934 - Description,85605_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,10,85606,0055,0055,05NB,85606 - Description,800,27-May-19,,UNFRMD,19934,200000,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,85606_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19934 - Description,85606_0055_0055
28-Mar-19,19-Jan-19,54417,NB,80613,80613- Description,80,12,88621,0055,0055,05NB,88621 - Description,960,27-May-19,,UNFRMD,19939,144000,CAPS,45,,GW,756180,756180 - Comments,1994.56,MAY,2019,88621_0055_0055,Display,0,0,CUSTOMER 2,22,13-May-19,27-Apr-19,27-Mar-19,CAPS,17,13,17_2019,13_2019,22_2019,15-APR-19,18-MAR-19,20-MAY-19,ACCOUNT DESC 3,BRAND 5,SFG,COMPANY, UNFRMD,WHOLESALE,US,19939 - Description,88621_0055_0055
